OHLCData{timestamp=2020-07-27T04:00, open=95.570, high=103.130, low=94.480, close=102.840, volume=1297380.0}
OHLCData{timestamp=2021-07-22T04:00, open=218.730, high=220.600, low=214.910, close=216.350, volume=782862.0}
OHLCData{timestamp=2021-07-23T04:00, open=215.450, high=216.260, low=212.480, close=214.440, volume=957000.0}
OHLCData{timestamp=2021-07-26T04:00, open=216.980, high=222.680, low=215.810, close=219.390, volume=1384767.0}
OHLCData{timestamp=2021-07-27T04:00, open=221.200, high=222.090, low=209.120, close=214.940, volume=2108670.0}
OHLCData{timestamp=2021-07-28T04:00, open=215.720, high=218.300, low=213.230, close=215.650, volume=1204605.0}
OHLCData{timestamp=2021-07-29T04:00, open=216.480, high=227.890, low=216.460, close=225.770, volume=1995606.0}
OHLCData{timestamp=2021-07-30T04:00, open=223.790, high=232.450, low=223.090, close=229.190, volume=1806453.0}
OHLCData{timestamp=2021-08-02T04:00, open=233.410, high=242.260, low=232.800, close=236.750, volume=2244252.0}
OHLCData{timestamp=2021-08-03T04:00, open=239.830, high=240.770, low=233.740, close=236.690, volume=1251003.0}
OHLCData{timestamp=2021-08-04T04:00, open=236.930, high=241.630, low=236.380, close=237.000, volume=1126575.0}
OHLCData{timestamp=2021-08-05T04:00, open=238.470, high=240.260, low=237.240, close=238.190, volume=793590.0}
OHLCData{timestamp=2021-08-06T04:00, open=237.250, high=238.770, low=232.610, close=232.950, volume=1081731.0}
OHLCData{timestamp=2021-08-09T04:00, open=236.730, high=239.570, low=235.090, close=237.930, volume=744462.0}
OHLCData{timestamp=2021-08-10T04:00, open=237.960, high=238.770, low=233.980, close=236.570, volume=741213.0}
OHLCData{timestamp=2021-08-11T04:00, open=237.790, high=238.260, low=234.840, close=235.880, volume=601137.0}
OHLCData{timestamp=2021-08-12T04:00, open=235.450, high=240.860, low=233.250, close=240.750, volume=1042200.0}
OHLCData{timestamp=2021-08-13T04:00, open=240.920, high=243.240, low=238.240, close=239.020, volume=901308.0}
OHLCData{timestamp=2021-08-16T04:00, open=235.020, high=236.340, low=226.070, close=228.710, volume=1490142.0}
OHLCData{timestamp=2021-08-17T04:00, open=224.170, high=224.700, low=216.360, close=221.970, volume=1332714.0}
OHLCData{timestamp=2021-08-18T04:00, open=223.720, high=231.870, low=223.410, close=229.740, volume=1136502.0}
OHLCData{timestamp=2021-08-19T04:00, open=226.190, high=228.700, low=222.570, close=224.480, volume=763767.0}
OHLCData{timestamp=2021-08-20T04:00, open=227.640, high=230.540, low=224.600, close=226.700, volume=730266.0}
OHLCData{timestamp=2021-08-23T04:00, open=228.020, high=237.310, low=227.130, close=235.480, volume=1187187.0}
OHLCData{timestamp=2021-08-24T04:00, open=236.890, high=238.330, low=234.230, close=236.220, volume=744216.0}
OHLCData{timestamp=2021-08-25T04:00, open=235.670, high=238.870, low=234.880, close=237.000, volume=710094.0}
OHLCData{timestamp=2021-08-26T04:00, open=236.100, high=238.430, low=232.580, close=233.730, volume=901878.0}
OHLCData{timestamp=2021-08-27T04:00, open=235.070, high=238.320, low=234.300, close=237.270, volume=972039.0}
OHLCData{timestamp=2021-08-30T04:00, open=238.230, high=243.640, low=237.680, close=243.610, volume=1099209.0}
OHLCData{timestamp=2021-08-31T04:00, open=244.580, high=246.740, low=242.210, close=245.160, volume=1155051.0}
OHLCData{timestamp=2021-09-01T04:00, open=244.900, high=247.260, low=243.830, close=244.690, volume=622179.0}
OHLCData{timestamp=2021-09-02T04:00, open=244.750, high=246.910, low=243.540, close=243.970, volume=747360.0}
OHLCData{timestamp=2021-09-03T04:00, open=243.910, high=244.660, low=241.420, close=244.610, volume=1032597.0}
OHLCData{timestamp=2021-09-07T04:00, open=246.910, high=253.370, low=246.420, close=250.970, volume=1021893.0}
OHLCData{timestamp=2021-09-08T04:00, open=253.810, high=254.790, low=246.980, close=251.280, volume=1150461.0}
OHLCData{timestamp=2021-09-09T04:00, open=251.220, high=254.010, low=250.550, close=251.620, volume=919770.0}
OHLCData{timestamp=2021-09-10T04:00, open=253.220, high=254.170, low=244.880, close=245.280, volume=955572.0}
OHLCData{timestamp=2021-09-13T04:00, open=246.660, high=248.180, low=236.360, close=247.660, volume=1466376.0}
OHLCData{timestamp=2021-09-14T04:00, open=247.930, high=251.420, low=245.500, close=248.160, volume=920478.0}
OHLCData{timestamp=2021-09-15T04:00, open=248.550, high=252.270, low=246.280, close=251.870, volume=875058.0}
OHLCData{timestamp=2021-09-16T04:00, open=250.800, high=252.970, low=249.290, close=252.260, volume=1037625.0}
OHLCData{timestamp=2021-09-17T04:00, open=252.380, high=253.620, low=250.190, close=253.300, volume=1244856.0}
OHLCData{timestamp=2021-09-20T04:00, open=244.670, high=247.260, low=239.590, close=243.430, volume=1741953.0}
OHLCData{timestamp=2021-09-21T04:00, open=244.990, high=248.180, low=243.490, close=246.420, volume=903534.0}
OHLCData{timestamp=2021-09-22T04:00, open=247.760, high=251.180, low=246.500, close=250.700, volume=873159.0}
OHLCData{timestamp=2021-09-23T04:00, open=251.530, high=252.630, low=249.370, close=251.310, volume=717663.0}
OHLCData{timestamp=2021-09-24T04:00, open=248.610, high=258.250, low=248.270, close=258.180, volume=1393833.0}
OHLCData{timestamp=2021-09-27T04:00, open=257.670, high=266.280, low=256.480, close=263.670, volume=1473915.0}
OHLCData{timestamp=2021-09-28T04:00, open=262.360, high=265.200, low=255.470, close=259.220, volume=1346016.0}
OHLCData{timestamp=2021-09-29T04:00, open=260.090, high=264.440, low=256.990, close=260.440, volume=1076256.0}
OHLCData{timestamp=2021-09-30T04:00, open=260.000, high=262.980, low=258.340, close=258.340, volume=970584.0}
OHLCData{timestamp=2021-10-01T04:00, open=259.350, high=260.130, low=254.590, close=258.290, volume=957774.0}
OHLCData{timestamp=2021-10-04T04:00, open=265.250, high=268.930, low=258.720, close=260.300, volume=1801008.0}
OHLCData{timestamp=2021-10-05T04:00, open=261.470, high=265.740, low=258.200, close=260.200, volume=909825.0}
OHLCData{timestamp=2021-10-06T04:00, open=258.750, high=262.130, low=257.760, close=260.910, volume=723990.0}
OHLCData{timestamp=2021-10-07T04:00, open=261.520, high=268.190, low=261.250, close=264.440, volume=918426.0}
OHLCData{timestamp=2021-10-08T04:00, open=265.370, high=265.370, low=260.640, close=261.830, volume=834201.0}
OHLCData{timestamp=2021-10-11T04:00, open=262.590, high=267.040, low=261.890, close=263.880, volume=675387.0}
OHLCData{timestamp=2021-10-12T04:00, open=266.790, high=270.770, low=266.000, close=268.640, volume=1021929.0}
OHLCData{timestamp=2021-10-13T04:00, open=270.270, high=271.730, low=268.630, close=270.400, volume=700725.0}
OHLCData{timestamp=2021-10-14T04:00, open=272.000, high=273.410, low=271.240, close=272.780, volume=581646.0}
OHLCData{timestamp=2021-10-15T04:00, open=275.190, high=281.070, low=274.250, close=281.030, volume=1641762.0}
OHLCData{timestamp=2021-10-18T04:00, open=283.840, high=291.580, low=283.840, close=290.090, volume=1277625.0}
OHLCData{timestamp=2021-10-19T04:00, open=292.580, high=292.580, low=287.540, close=287.900, volume=1077660.0}
OHLCData{timestamp=2021-10-20T04:00, open=288.460, high=289.760, low=285.840, close=288.410, volume=1058028.0}
OHLCData{timestamp=2021-10-21T04:00, open=285.260, high=300.000, low=285.240, close=297.970, volume=2054844.0}
OHLCData{timestamp=2021-10-22T04:00, open=298.260, high=303.330, low=297.080, close=303.250, volume=1401816.0}
OHLCData{timestamp=2021-10-25T04:00, open=316.920, high=348.330, low=314.780, close=341.490, volume=3669987.0}
OHLCData{timestamp=2021-10-26T04:00, open=341.490, high=364.870, low=333.870, close=339.430, volume=3873546.0}
OHLCData{timestamp=2021-10-27T04:00, open=346.040, high=356.830, low=343.710, close=346.130, volume=3449913.0}
OHLCData{timestamp=2021-10-28T04:00, open=356.080, high=360.220, low=351.530, close=359.030, volume=1486530.0}
OHLCData{timestamp=2021-10-29T04:00, open=361.560, high=371.690, low=357.970, close=371.450, volume=1421985.0}
OHLCData{timestamp=2021-11-01T04:00, open=381.750, high=403.250, low=373.010, close=403.040, volume=4940676.0}
OHLCData{timestamp=2021-11-02T04:00, open=386.170, high=402.700, low=382.200, close=390.620, volume=3066153.0}
OHLCData{timestamp=2021-11-03T04:00, open=392.440, high=405.060, low=384.290, close=404.550, volume=1933419.0}
OHLCData{timestamp=2021-11-04T04:00, open=411.870, high=414.290, low=405.770, close=409.910, volume=1533411.0}
OHLCData{timestamp=2021-11-05T04:00, open=409.340, high=413.210, low=402.810, close=407.230, volume=1335006.0}
OHLCData{timestamp=2021-11-08T05:00, open=383.000, high=398.900, low=377.820, close=387.120, volume=1359258.0}
OHLCData{timestamp=2021-11-09T05:00, open=391.200, high=391.200, low=337.280, close=341.130, volume=3160242.0}
OHLCData{timestamp=2021-11-10T05:00, open=336.860, high=359.170, low=329.410, close=356.030, volume=2124453.0}
OHLCData{timestamp=2021-11-11T05:00, open=367.690, high=368.000, low=351.650, close=354.400, volume=1228626.0}
OHLCData{timestamp=2021-11-12T05:00, open=349.260, high=351.300, low=339.830, close=344.660, volume=1556145.0}
OHLCData{timestamp=2021-11-15T05:00, open=338.710, high=343.930, low=326.340, close=337.820, volume=2164818.0}
OHLCData{timestamp=2021-11-16T05:00, open=334.660, high=352.330, low=334.470, close=351.510, volume=1300815.0}
OHLCData{timestamp=2021-11-17T05:00, open=354.780, high=373.110, low=352.110, close=363.280, volume=1723332.0}
OHLCData{timestamp=2021-11-18T05:00, open=368.310, high=370.610, low=358.440, close=365.340, volume=1134744.0}
OHLCData{timestamp=2021-11-19T05:00, open=367.180, high=379.510, low=364.340, close=378.760, volume=1173348.0}
OHLCData{timestamp=2021-11-22T05:00, open=387.440, high=400.480, low=378.170, close=385.240, volume=2079726.0}
OHLCData{timestamp=2021-11-23T05:00, open=387.930, high=393.190, low=354.410, close=370.000, volume=2133921.0}
OHLCData{timestamp=2021-11-24T05:00, open=360.130, high=377.320, low=354.140, close=371.950, volume=1197645.0}
OHLCData{timestamp=2021-11-26T05:00, open=366.320, high=369.050, low=360.410, close=361.040, volume=692985.0}
OHLCData{timestamp=2021-11-29T05:00, open=367.000, high=380.810, low=366.840, close=378.840, volume=1148988.0}
OHLCData{timestamp=2021-11-30T05:00, open=382.670, high=389.230, low=372.750, close=381.580, volume=1476327.0}
OHLCData{timestamp=2021-12-01T05:00, open=386.900, high=390.560, low=364.030, close=364.470, volume=1711932.0}
OHLCData{timestamp=2021-12-02T05:00, open=366.390, high=370.590, low=352.350, close=361.570, volume=1506381.0}
OHLCData{timestamp=2021-12-03T05:00, open=362.330, high=363.060, low=333.420, close=338.410, volume=2141550.0}
OHLCData{timestamp=2021-12-06T05:00, open=333.840, high=340.110, low=316.840, close=336.230, volume=1599657.0}
OHLCData{timestamp=2021-12-07T05:00, open=348.270, high=352.260, low=342.340, close=350.520, volume=1190895.0}
OHLCData{timestamp=2021-12-08T05:00, open=350.960, high=357.360, low=344.480, close=356.170, volume=660303.0}
OHLCData{timestamp=2021-12-09T05:00, open=353.660, high=354.000, low=334.240, close=334.340, volume=1442568.0}
OHLCData{timestamp=2021-12-10T05:00, open=336.480, high=340.060, low=327.590, close=338.860, volume=1289781.0}
OHLCData{timestamp=2021-12-13T05:00, open=333.750, high=334.310, low=317.390, close=322.140, volume=2660244.0}
OHLCData{timestamp=2021-12-14T05:00, open=315.000, high=321.970, low=310.000, close=319.720, volume=1528944.0}
OHLCData{timestamp=2021-12-15T05:00, open=317.640, high=325.980, low=309.500, close=325.240, volume=1385652.0}
OHLCData{timestamp=2021-12-16T05:00, open=331.500, high=331.500, low=307.790, close=309.000, volume=1969938.0}
OHLCData{timestamp=2021-12-17T05:00, open=304.620, high=320.090, low=303.330, close=310.390, volume=1834218.0}
OHLCData{timestamp=2021-12-20T05:00, open=303.300, high=307.000, low=297.870, close=300.000, volume=1145775.0}
OHLCData{timestamp=2021-12-21T05:00, open=305.880, high=313.110, low=295.500, close=313.110, volume=1540680.0}
OHLCData{timestamp=2021-12-22T05:00, open=321.940, high=338.460, low=319.330, close=336.290, volume=1703055.0}
OHLCData{timestamp=2021-12-23T05:00, open=335.600, high=357.610, low=332.660, close=355.870, volume=1849509.0}
OHLCData{timestamp=2021-12-27T05:00, open=357.900, high=372.330, low=357.150, close=364.600, volume=1425948.0}
OHLCData{timestamp=2021-12-28T05:00, open=369.640, high=372.210, low=359.630, close=362.770, volume=1229238.0}
OHLCData{timestamp=2021-12-29T05:00, open=366.330, high=367.590, low=354.850, close=361.780, volume=1191480.0}
OHLCData{timestamp=2021-12-30T05:00, open=353.620, high=365.040, low=352.170, close=356.950, volume=1054887.0}
OHLCData{timestamp=2021-12-31T05:00, open=357.800, high=360.250, low=351.580, close=352.290, volume=819525.0}
OHLCData{timestamp=2022-01-03T05:00, open=382.970, high=400.230, low=379.000, close=400.000, volume=2649558.0}
OHLCData{timestamp=2022-01-04T05:00, open=396.520, high=402.200, low=374.420, close=383.220, volume=2089590.0}
OHLCData{timestamp=2022-01-05T05:00, open=382.310, high=389.940, low=360.500, close=362.630, volume=1919046.0}
OHLCData{timestamp=2022-01-06T05:00, open=359.000, high=361.670, low=340.520, close=355.040, volume=2213133.0}
OHLCData{timestamp=2022-01-07T05:00, open=360.120, high=360.160, low=336.900, close=342.140, volume=1808967.0}
OHLCData{timestamp=2022-01-10T05:00, open=333.920, high=352.990, low=326.680, close=352.820, volume=2212587.0}
OHLCData{timestamp=2022-01-11T05:00, open=351.280, high=358.370, low=347.130, close=354.820, volume=1204251.0}
OHLCData{timestamp=2022-01-12T05:00, open=359.990, high=371.490, low=357.820, close=368.520, volume=1588311.0}
OHLCData{timestamp=2022-01-13T05:00, open=369.900, high=371.720, low=342.200, close=344.090, volume=2179149.0}
OHLCData{timestamp=2022-01-14T05:00, open=340.000, high=350.370, low=337.840, close=349.960, volume=1350573.0}
OHLCData{timestamp=2022-01-18T05:00, open=341.980, high=356.900, low=339.040, close=343.500, volume=1358373.0}
OHLCData{timestamp=2022-01-19T05:00, open=347.120, high=351.390, low=331.670, close=331.870, volume=1538724.0}
OHLCData{timestamp=2022-01-20T05:00, open=336.050, high=347.110, low=331.370, close=332.150, volume=1542879.0}
OHLCData{timestamp=2022-01-21T05:00, open=332.330, high=334.620, low=313.520, close=314.530, volume=2399739.0}
OHLCData{timestamp=2022-01-24T05:00, open=301.660, high=311.010, low=284.000, close=309.950, volume=3852447.0}
OHLCData{timestamp=2022-01-25T05:00, open=304.470, high=316.910, low=301.380, close=306.110, volume=1942422.0}
OHLCData{timestamp=2022-01-26T05:00, open=317.520, high=329.130, low=302.060, close=312.990, volume=2742150.0}
OHLCData{timestamp=2022-01-27T05:00, open=311.340, high=311.470, low=276.340, close=276.380, volume=4527309.0}
OHLCData{timestamp=2022-01-28T05:00, open=277.330, high=285.760, low=264.120, close=282.120, volume=3211956.0}
OHLCData{timestamp=2022-01-31T05:00, open=290.540, high=312.500, low=287.550, close=312.170, volume=2915046.0}
OHLCData{timestamp=2022-02-01T05:00, open=311.470, high=314.450, low=301.670, close=310.160, volume=1953285.0}
OHLCData{timestamp=2022-02-02T05:00, open=308.860, high=310.450, low=296.490, close=301.880, volume=1628925.0}
OHLCData{timestamp=2022-02-03T05:00, open=293.980, high=312.330, low=293.690, close=297.060, volume=2097237.0}
OHLCData{timestamp=2022-02-04T05:00, open=298.980, high=312.160, low=293.940, close=307.770, volume=2097840.0}
OHLCData{timestamp=2022-02-07T05:00, open=307.900, high=315.660, low=301.000, close=302.320, volume=1505034.0}
OHLCData{timestamp=2022-02-08T05:00, open=301.670, high=308.680, low=298.590, close=307.210, volume=1365063.0}
OHLCData{timestamp=2022-02-09T05:00, open=311.740, high=315.210, low=307.470, close=310.500, volume=1276731.0}
OHLCData{timestamp=2022-02-10T05:00, open=302.790, high=314.570, low=299.000, close=301.500, volume=1716354.0}
OHLCData{timestamp=2022-02-11T05:00, open=303.110, high=305.130, low=283.600, close=286.670, volume=2269869.0}
OHLCData{timestamp=2022-02-14T05:00, open=287.220, high=299.560, low=284.470, close=291.890, volume=1939062.0}
OHLCData{timestamp=2022-02-15T05:00, open=299.360, high=307.610, low=298.160, close=307.390, volume=1721310.0}
OHLCData{timestamp=2022-02-16T05:00, open=304.670, high=308.710, low=300.500, close=307.800, volume=1089912.0}
OHLCData{timestamp=2022-02-17T05:00, open=304.060, high=306.060, low=291.410, close=292.010, volume=1684335.0}
OHLCData{timestamp=2022-02-18T05:00, open=295.200, high=295.360, low=279.290, close=285.660, volume=1704765.0}
OHLCData{timestamp=2022-02-22T05:00, open=278.060, high=285.540, low=267.090, close=273.750, volume=2479302.0}
OHLCData{timestamp=2022-02-23T05:00, open=276.850, high=278.260, low=253.550, close=254.680, volume=2636781.0}
OHLCData{timestamp=2022-02-24T05:00, open=233.670, high=267.460, low=233.340, close=266.840, volume=4008804.0}
OHLCData{timestamp=2022-02-25T05:00, open=270.000, high=273.020, low=261.010, close=269.890, volume=1810089.0}
OHLCData{timestamp=2022-02-28T05:00, open=271.670, high=292.190, low=271.670, close=290.380, volume=2246016.0}
OHLCData{timestamp=2022-03-01T05:00, open=289.860, high=296.300, low=284.720, close=288.070, volume=1897740.0}
OHLCData{timestamp=2022-03-02T05:00, open=290.930, high=295.250, low=281.850, close=293.320, volume=2365605.0}
OHLCData{timestamp=2022-03-03T05:00, open=292.900, high=295.150, low=277.640, close=279.790, volume=1757091.0}
OHLCData{timestamp=2022-03-04T05:00, open=282.910, high=284.980, low=275.090, close=279.410, volume=2020209.0}
OHLCData{timestamp=2022-03-07T05:00, open=285.830, high=288.710, low=268.310, close=268.360, volume=2288859.0}
OHLCData{timestamp=2022-03-08T05:00, open=265.160, high=283.210, low=260.840, close=274.790, volume=2309184.0}
OHLCData{timestamp=2022-03-09T05:00, open=279.830, high=286.840, low=277.600, close=286.240, volume=1697538.0}
OHLCData{timestamp=2022-03-10T05:00, open=283.830, high=284.450, low=270.250, close=279.400, volume=1789194.0}
OHLCData{timestamp=2022-03-11T05:00, open=280.130, high=281.020, low=264.630, close=264.910, volume=2003565.0}
OHLCData{timestamp=2022-03-14T04:00, open=260.370, high=266.900, low=252.020, close=255.530, volume=1906191.0}
OHLCData{timestamp=2022-03-15T04:00, open=258.420, high=268.460, low=252.220, close=267.120, volume=2106798.0}
OHLCData{timestamp=2022-03-16T04:00, open=269.330, high=280.670, low=267.750, close=280.140, volume=2712192.0}
OHLCData{timestamp=2022-03-17T04:00, open=277.000, high=291.610, low=275.500, close=290.510, volume=1934451.0}
OHLCData{timestamp=2022-03-18T04:00, open=291.670, high=302.610, low=289.130, close=301.800, volume=2411100.0}
OHLCData{timestamp=2022-03-21T04:00, open=304.990, high=314.210, low=302.440, close=306.940, volume=2130117.0}
OHLCData{timestamp=2022-03-22T04:00, open=310.000, high=332.550, low=307.360, close=331.420, volume=2832225.0}
OHLCData{timestamp=2022-03-23T04:00, open=326.830, high=346.780, low=325.470, close=332.910, volume=3122322.0}
OHLCData{timestamp=2022-03-24T04:00, open=336.660, high=341.240, low=329.650, close=338.000, volume=1622430.0}
OHLCData{timestamp=2022-03-25T04:00, open=336.090, high=340.380, low=332.500, close=337.050, volume=1613115.0}
OHLCData{timestamp=2022-03-28T04:00, open=354.830, high=365.730, low=351.210, close=364.050, volume=2371548.0}
OHLCData{timestamp=2022-03-29T04:00, open=369.190, high=371.490, low=357.770, close=366.330, volume=1964412.0}
OHLCData{timestamp=2022-03-30T04:00, open=363.720, high=371.220, low=361.580, close=364.430, volume=1472436.0}
OHLCData{timestamp=2022-03-31T04:00, open=364.880, high=367.570, low=359.070, close=359.230, volume=1357506.0}
OHLCData{timestamp=2022-04-01T04:00, open=360.350, high=364.870, low=355.860, close=361.530, volume=1379415.0}
OHLCData{timestamp=2022-04-04T04:00, open=363.080, high=383.300, low=357.730, close=381.920, volume=2201181.0}
OHLCData{timestamp=2022-04-05T04:00, open=378.870, high=383.770, low=362.570, close=363.720, volume=1955061.0}
OHLCData{timestamp=2022-04-06T04:00, open=357.230, high=359.210, low=342.670, close=348.510, volume=2621931.0}
OHLCData{timestamp=2022-04-07T04:00, open=351.200, high=358.670, low=340.710, close=352.180, volume=2183244.0}
OHLCData{timestamp=2022-04-08T04:00, open=347.770, high=349.270, low=340.850, close=341.750, volume=1391130.0}
OHLCData{timestamp=2022-04-11T04:00, open=326.830, high=335.950, low=324.920, close=325.240, volume=1641297.0}
OHLCData{timestamp=2022-04-12T04:00, open=332.620, high=340.140, low=325.620, close=329.000, volume=1632798.0}
OHLCData{timestamp=2022-04-13T04:00, open=326.920, high=342.020, low=324.470, close=340.930, volume=1399929.0}
OHLCData{timestamp=2022-04-14T04:00, open=333.030, high=337.140, low=327.450, close=328.190, volume=1604937.0}
OHLCData{timestamp=2022-04-18T04:00, open=330.660, high=338.190, low=324.740, close=334.610, volume=1253727.0}
OHLCData{timestamp=2022-04-19T04:00, open=334.620, high=344.890, low=331.800, close=342.850, volume=1037247.0}
OHLCData{timestamp=2022-04-20T04:00, open=343.440, high=344.460, low=325.100, close=325.750, volume=1993257.0}
OHLCData{timestamp=2022-04-21T04:00, open=358.130, high=363.360, low=332.260, close=336.510, volume=2591823.0}
OHLCData{timestamp=2022-04-22T04:00, open=338.170, high=344.820, low=331.480, close=335.030, volume=1819752.0}
OHLCData{timestamp=2022-04-25T04:00, open=326.560, high=336.160, low=325.400, close=332.920, volume=1619835.0}
OHLCData{timestamp=2022-04-26T04:00, open=332.030, high=333.310, low=291.750, close=291.900, volume=3414312.0}
OHLCData{timestamp=2022-04-27T04:00, open=299.670, high=305.860, low=292.490, close=293.930, volume=2105013.0}
OHLCData{timestamp=2022-04-28T04:00, open=298.930, high=299.650, low=273.920, close=292.450, volume=3786864.0}
OHLCData{timestamp=2022-04-29T04:00, open=300.620, high=311.270, low=290.030, close=290.260, volume=2418453.0}
OHLCData{timestamp=2022-05-02T04:00, open=287.260, high=301.760, low=282.930, close=301.060, volume=2039088.0}
OHLCData{timestamp=2022-05-03T04:00, open=300.880, high=307.930, low=296.520, close=303.110, volume=1541328.0}
OHLCData{timestamp=2022-05-04T04:00, open=301.050, high=318.340, low=295.270, close=317.490, volume=2300505.0}
OHLCData{timestamp=2022-05-05T04:00, open=313.070, high=315.060, low=285.960, close=291.260, volume=2856873.0}
OHLCData{timestamp=2022-05-06T04:00, open=295.340, high=295.800, low=281.190, close=288.670, volume=2021622.0}
OHLCData{timestamp=2022-05-09T04:00, open=278.370, high=281.780, low=260.420, close=262.710, volume=2548305.0}
OHLCData{timestamp=2022-05-10T04:00, open=273.000, high=275.030, low=258.100, close=266.920, volume=2213259.0}
OHLCData{timestamp=2022-05-11T04:00, open=264.940, high=269.900, low=242.510, close=244.830, volume=2864931.0}
OHLCData{timestamp=2022-05-12T04:00, open=233.880, high=253.010, low=226.670, close=242.830, volume=3859458.0}
OHLCData{timestamp=2022-05-13T04:00, open=257.760, high=262.370, low=250.750, close=256.400, volume=2126301.0}
OHLCData{timestamp=2022-05-16T04:00, open=255.890, high=256.410, low=239.710, close=241.580, volume=2174868.0}
OHLCData{timestamp=2022-05-17T04:00, open=249.110, high=254.730, low=243.040, close=253.930, volume=2063184.0}
OHLCData{timestamp=2022-05-18T04:00, open=248.170, high=253.380, low=233.620, close=236.750, volume=2657040.0}
OHLCData{timestamp=2022-05-19T04:00, open=235.730, high=244.540, low=231.390, close=236.450, volume=2600742.0}
OHLCData{timestamp=2022-05-20T04:00, open=238.210, high=240.460, low=211.000, close=221.470, volume=3463635.0}
OHLCData{timestamp=2022-05-23T04:00, open=218.400, high=226.610, low=212.880, close=224.960, volume=2233023.0}
OHLCData{timestamp=2022-05-24T04:00, open=217.880, high=217.880, low=206.950, close=209.530, volume=2549829.0}
OHLCData{timestamp=2022-05-25T04:00, open=207.850, high=222.990, low=207.850, close=219.450, volume=2333196.0}
OHLCData{timestamp=2022-05-26T04:00, open=220.400, high=239.540, low=218.030, close=235.870, volume=2812395.0}
OHLCData{timestamp=2022-05-27T04:00, open=241.040, high=253.230, low=240.310, close=253.180, volume=2362554.0}
OHLCData{timestamp=2022-05-31T04:00, open=257.850, high=259.470, low=244.760, close=252.850, volume=2646942.0}
OHLCData{timestamp=2022-06-01T04:00, open=251.860, high=257.010, low=243.650, close=246.740, volume=1854171.0}
OHLCData{timestamp=2022-06-02T04:00, open=244.170, high=264.160, low=242.190, close=258.300, volume=2759805.0}
OHLCData{timestamp=2022-06-03T04:00, open=243.000, high=247.780, low=233.440, close=234.520, volume=3183537.0}
OHLCData{timestamp=2022-06-06T04:00, open=244.550, high=244.820, low=234.410, close=238.110, volume=2268213.0}
OHLCData{timestamp=2022-06-07T04:00, open=233.990, high=239.970, low=230.140, close=238.790, volume=2077773.0}
OHLCData{timestamp=2022-06-08T04:00, open=240.150, high=249.860, low=239.250, close=241.830, volume=1769181.0}
OHLCData{timestamp=2022-06-09T04:00, open=249.200, high=255.420, low=239.360, close=239.720, volume=2300490.0}
OHLCData{timestamp=2022-06-10T04:00, open=235.160, high=239.440, low=227.950, close=232.420, volume=2373807.0}
OHLCData{timestamp=2022-06-13T04:00, open=222.740, high=226.540, low=214.730, close=215.730, volume=3008391.0}
OHLCData{timestamp=2022-06-14T04:00, open=218.270, high=226.330, low=211.740, close=220.910, volume=2711781.0}
OHLCData{timestamp=2022-06-15T04:00, open=221.040, high=235.550, low=218.330, close=232.940, volume=2909769.0}
OHLCData{timestamp=2022-06-16T04:00, open=222.640, high=225.090, low=208.730, close=213.040, volume=3108426.0}
OHLCData{timestamp=2022-06-17T04:00, open=213.470, high=220.950, low=213.260, close=216.690, volume=1825320.0}
OHLCData{timestamp=2022-06-21T04:00, open=224.570, high=243.540, low=224.490, close=236.910, volume=4205031.0}
OHLCData{timestamp=2022-06-22T04:00, open=234.380, high=246.760, low=233.950, close=236.160, volume=2843784.0}
OHLCData{timestamp=2022-06-23T04:00, open=238.100, high=239.150, low=228.670, close=235.070, volume=2460468.0}
OHLCData{timestamp=2022-06-24T04:00, open=237.520, high=246.070, low=236.170, close=245.790, volume=2590515.0}
OHLCData{timestamp=2022-06-27T04:00, open=249.330, high=251.830, low=242.620, close=244.930, volume=2295171.0}
OHLCData{timestamp=2022-06-28T04:00, open=244.480, high=249.930, low=232.350, close=232.660, volume=2601687.0}
OHLCData{timestamp=2022-06-29T04:00, open=230.570, high=231.160, low=222.300, close=228.400, volume=2585520.0}
OHLCData{timestamp=2022-06-30T04:00, open=224.600, high=229.330, low=218.940, close=224.830, volume=2845446.0}
OHLCData{timestamp=2022-07-01T04:00, open=227.010, high=230.150, low=222.180, close=227.230, volume=1984116.0}
OHLCData{timestamp=2022-07-05T04:00, open=222.530, high=233.150, low=216.210, close=233.150, volume=2223075.0}
OHLCData{timestamp=2022-07-06T04:00, open=230.820, high=234.330, low=227.350, close=231.450, volume=1452651.0}
OHLCData{timestamp=2022-07-07T04:00, open=234.020, high=245.350, low=232.230, close=244.540, volume=1971330.0}
OHLCData{timestamp=2022-07-08T04:00, open=242.250, high=254.620, low=241.370, close=250.730, volume=1900218.0}
OHLCData{timestamp=2022-07-11T04:00, open=251.940, high=252.950, low=233.650, close=234.350, volume=2537634.0}
OHLCData{timestamp=2022-07-12T04:00, open=236.760, high=239.770, low=228.480, close=233.120, volume=1777863.0}
OHLCData{timestamp=2022-07-13T04:00, open=225.520, high=241.910, low=225.050, close=237.010, volume=2251371.0}
OHLCData{timestamp=2022-07-14T04:00, open=234.900, high=238.630, low=229.370, close=238.310, volume=1776222.0}
OHLCData{timestamp=2022-07-15T04:00, open=240.260, high=243.330, low=237.150, close=240.060, volume=1354050.0}
OHLCData{timestamp=2022-07-18T04:00, open=244.830, high=250.420, low=239.650, close=240.410, volume=1855065.0}
